equipment,location,temperature,pressure,vibration,humidity,faulty
Compressor,Houston,57.05374017518238,44.810495825823864,1.1139370648864348,40.370671328037716,0
Pump,San Francisco,50.101926116423144,54.93118812493759,2.308573324944143,76.810121195313,0
Compressor,Atlanta,44.81938930952238,15.126917353173514,1.1116723894993532,72.44006012372492,0
Pump,New York,91.92832721893278,47.43166690392003,1.859675024598188,46.78298755825864,0
Pump,Chicago,76.56472443685126,23.842918775641287,1.961672235078888,62.59629040915318,1
Turbine,Atlanta,83.6009069912074,43.265010057934006,1.9161187795723602,72.57924402575404,0
Compressor,Atlanta,57.725261782778674,37.227309941289946,2.2231632392914236,52.52961889830256,1
Turbine,Houston,57.79242288062226,29.80625611982933,2.258021617496673,34.033153098792305,0
Pump,Houston,64.1334391692656,13.592651553338548,2.0100139969190267,77.43393349550799,1
Turbine,Houston,55.33723091688142,51.935048025312696,1.7780874860428302,56.507665300883815,0
Compressor,New York,69.73399046532064,30.433865211331238,1.6318219248689427,44.794162327337176,0
Pump,San Francisco,62.40584570595956,44.302605576950015,2.0424504315386507,76.54970761744724,0
Pump,New York,96.33006358109145,38.39760956494585,1.7381510854524773,72.37390283326695,0
Pump,Atlanta,84.57755230236289,41.20162782353345,0.6899075956955657,46.81886254499274,0
Compressor,Houston,42.26270394061241,31.26946038991513,0.37087214164592464,71.823388093696,0
Compressor,San Francisco,78.8904772231215,29.643780223484164,2.3006721160483146,23.612720641567854,0
Compressor,Chicago,91.95185469267524,36.728538314494564,0.2964731533547076,64.33218548231122,0
Pump,New York,63.36635456236372,53.03943371333336,1.938523707597925,39.86046377786978,0
Turbine,Atlanta,64.11468927981628,42.362840316216385,1.561859830984436,56.594490270275045,0
Turbine,Chicago,89.72518162027858,49.23593133034906,1.1283067916281817,60.10214140841981,0
Compressor,San Francisco,72.53319068421884,34.817976318269054,1.5482389315161476,79.00310004035454,0
Pump,New York,73.92556241191143,27.26653355621785,2.0903171279531607,57.491617307320524,0
Turbine,Chicago,95.6992130314098,22.630291353182,2.2158873961494843,70.82030982720431,0
Turbine,Chicago,84.4679600277226,38.35728380058082,0.9621441130536631,37.73828950127318,0
Turbine,Houston,63.81678171267955,12.86858805449872,1.9488047565419653,47.80565478128677,0
Compressor,Atlanta,71.04988746837628,45.68272167983136,0.3149715461254059,87.36251516438361,0
Turbine,Atlanta,66.75779638478437,43.188065804731366,0.909577201820563,32.27691315240918,0
Pump,Atlanta,72.33108154392772,27.908360538617785,0.7601877320143815,70.54454989081928,1
Pump,San Francisco,81.23670814592377,40.32179758602422,2.0289987067398494,48.02149799625926,0
Pump,San Francisco,96.73428907432933,26.236891864615828,2.6937317763559667,64.20865576481059,0
Pump,New York,79.8898157737471,39.99013969573927,2.3798056286090543,64.67437957439552,0
Pump,Atlanta,76.84072118497454,33.962813716403616,2.5409891967490412,82.56323332887713,0
Turbine,Atlanta,97.02394409888139,44.924599336135046,1.223652430969939,48.488436883791216,0
Pump,San Francisco,100.68970366916055,29.93592729265267,2.2761075783699667,80.95499884140607,0
Turbine,Houston,50.828234873954585,49.7198443987685,3.677636857776335,58.50670047953849,0
Turbine,San Francisco,79.2553093434213,37.106284959086786,2.0977329274520953,23.924590988023283,0
Compressor,Chicago,63.85913804224318,54.850141866276985,0.7506338966911034,40.628869981161635,0
Pump,Atlanta,95.17280668985117,39.12562061333216,1.74599483293286,51.60960061314441,0
Turbine,San Francisco,79.8351874867693,29.15435059993358,2.545059831105421,58.35123808265388,0
Compressor,Atlanta,56.30391044265751,45.56255085348235,0.8715599191612686,49.790667005639484,0
Compressor,New York,61.19548067995005,43.265218029940286,1.4905570385003146,69.06147754632931,0
Pump,Atlanta,60.68830858575268,56.989409133861905,0.8546911926505579,58.72978206553644,0
Turbine,Houston,59.9191271604184,25.53480603109743,0.7824803726878999,57.217036168869114,0
Compressor,San Francisco,70.8913963859864,45.86071435746639,1.865580838300486,40.484086055518624,0
Pump,Chicago,80.73902422599363,39.40720118418213,0.49330998515319946,66.70798149335809,1
Turbine,Chicago,58.80059401055986,33.50947173570733,1.3858664408672978,79.347523665758,0
Turbine,San Francisco,64.135430653765,42.899787462409975,0.6511790693202948,75.06337536559249,0
Turbine,Atlanta,38.822188052287686,37.39431699289439,1.062318800136989,38.11749365600514,0
Compressor,Atlanta,70.5877889437251,43.458035287397834,2.4857329899741947,63.42724544642698,0
Compressor,Chicago,95.00654451373221,37.28676885678565,0.5126076672853221,73.0379461102574,0
Pump,Houston,92.53507237842321,12.987905722329511,3.4182063243405856,50.14363345427752,0
Turbine,Houston,62.06212133005228,32.55328635423456,1.0405172557921607,40.06140544292065,0
Pump,Atlanta,97.67673256208263,24.74874182013817,0.6233988393137977,51.563317735200684,0
Pump,Atlanta,74.41511023692017,31.01911293913394,1.062310202023844,83.81554167286524,0
Compressor,Houston,69.84646416841835,25.540766833460374,1.2374300133273097,46.004988231254615,0
Compressor,Chicago,87.61429416308795,44.95854509848624,2.3813043639126388,65.38111650155106,0
Pump,San Francisco,43.68769486043851,20.03018130647301,1.0980256163910664,40.84149058013582,0
Pump,Atlanta,82.75439695272712,22.123090848063875,1.2392160410254,62.546763540278455,0
Turbine,Chicago,95.11376608583858,33.38749787422114,0.7801774927852538,31.343891182480203,0
Turbine,Atlanta,80.49897819300045,41.35492994699901,0.8852292271717676,32.769793106255165,0
Compressor,Houston,74.55199573023089,29.749538918453034,1.7176332657571272,75.04364094230742,0
Compressor,New York,56.92151790307833,38.78622545043704,0.785287943034507,63.726157986739025,0
Compressor,San Francisco,52.55109603318084,48.995964731985175,1.0926401365218483,35.978051319746925,0
Turbine,Chicago,86.54399066783975,24.889439687841083,3.1795677421016855,67.12241157794138,0
Compressor,Atlanta,46.88376583174991,39.91945044037194,0.897383868909236,58.5757860456201,0
Compressor,New York,60.92044407724935,57.11872223300372,2.2409573302082153,55.981332192889575,0
Turbine,Chicago,75.72770893452136,57.87985528444877,1.994163709633841,67.59509763648727,0
Turbine,Atlanta,87.87196739708011,30.28240719276029,1.9380213860574231,59.52247375279207,0
Pump,Atlanta,91.1805244095123,43.035931817015125,1.5372502690213294,60.92119342320485,0
Pump,Chicago,95.73743521157849,26.0854405090968,3.000024322920053,73.44050125569709,0
Pump,San Francisco,89.21775379523189,61.73770022831492,1.5609266199275087,53.81350906540842,0
Turbine,San Francisco,75.6880144617963,21.722194689962222,1.9490116182455663,69.69792015060042,1
Turbine,Houston,73.95060591625086,37.27928694417197,0.5528609713899642,72.6118219202843,0
Compressor,Chicago,81.02018830052542,31.850551301178694,1.5679866124505892,35.33332399905807,0
Turbine,Chicago,69.2005027980257,44.01192479243704,1.287185983548843,62.727971748381144,0
Compressor,San Francisco,78.4133717711253,38.82342239835787,1.305078314146023,72.13919439353305,0
Turbine,Houston,89.58903393753697,32.98174434391359,1.5115650196233232,45.104652959034325,0
Turbine,New York,81.56386819813851,49.65804055045247,1.3384936495599118,38.10761501161031,0
Compressor,New York,56.806092240643935,34.22853319789176,2.0205457503968303,73.08621631486776,0
Turbine,Houston,86.44984593863344,30.743513340171763,2.236478581279086,45.6738251909762,0
Turbine,Chicago,82.873892992518,41.30092442045432,2.5524848788454935,40.35897243244301,0
Pump,San Francisco,67.86142297730781,28.68350921861006,1.14331436540709,51.51388967120274,0
Turbine,Houston,50.328555880012104,30.090689425529497,2.4940896635429595,49.725199736580905,0
Compressor,Atlanta,73.3906264704972,26.301990665266924,1.3227286140708026,31.627729009848547,0
Compressor,Atlanta,31.344039769635053,30.69853102735767,1.3262957855967734,48.364305423411764,0
Turbine,New York,67.66559800814967,47.91608259606011,1.2650291444279371,34.307687413697565,0
Pump,Atlanta,52.72442095910786,27.302604188647067,2.059767023579832,47.2790333158853,0
Turbine,New York,77.87286426699573,14.760799910125957,2.5756273448979776,53.92854094063677,0
Turbine,Houston,66.77325070409418,33.700048064735114,2.149869083089617,52.991425538872505,0
Turbine,Atlanta,50.320083992054634,20.739955122895402,1.387506056709167,57.33501943574265,0
Pump,Atlanta,89.38385707638173,48.26228710624123,2.4515290772000813,41.239189956084985,0
Compressor,Atlanta,86.08923558837022,29.272344073425582,2.9854313405150936,43.84930191166582,0
Turbine,San Francisco,82.3568264286985,29.556536515369718,1.7780803169753086,64.84821512133144,1
Turbine,Atlanta,77.06982261442062,29.796580645789742,1.9851416757864682,73.71097841224528,0
Pump,San Francisco,85.36148644542993,30.232083519742357,1.422500631537097,90.0,0
Pump,Chicago,97.1782903130611,33.21132966045038,2.6097972413361683,74.19307196109209,0
Compressor,San Francisco,72.9468782888085,31.276817287341828,2.053004483140926,69.32656507655973,0
Turbine,Atlanta,77.82172486262502,40.58108288592356,1.8862297269979813,57.78512667848661,0
Compressor,San Francisco,56.88190976918614,40.966806071997986,2.4639185898916893,36.84037671611828,0
Turbine,Houston,92.89742596244903,30.881479698901124,2.474923923522315,76.8031893292784,0
Pump,New York,79.794700021299,38.95107154898324,1.0853675503386613,42.383759587280906,0
Compressor,Atlanta,75.56794970732157,50.581143285214125,2.202360972978491,69.3301688464718,0
Compressor,Houston,68.49809488054719,32.7661103887519,1.8641099240421442,53.37317063539453,0
Pump,Chicago,74.07812788552945,44.696562757603004,2.048941465445438,36.18640369082421,0
Compressor,New York,53.80260860493039,38.339998354134536,1.6217786471296338,55.558142684412246,0
Turbine,Chicago,68.29762086611917,15.812552013808801,2.029508878190281,40.52309621805382,0
Pump,Chicago,65.50990391725864,23.40117857045157,0.4988068303984705,56.274777407158126,1
Compressor,Houston,56.45804405188668,47.09794836589347,2.2783665573590963,58.367160609055915,0
Pump,New York,59.54987056060961,33.62598710747795,0.6728752996471619,52.736511797036876,0
Compressor,Chicago,82.54373994434808,45.51952700528124,1.6128693694021257,57.16667570381319,0
Compressor,New York,81.67093156024573,40.351981367251,0.6763006022986963,35.82640201860353,0
Turbine,Atlanta,35.912678856414466,37.60788754849114,0.08818358409068883,55.948449724632155,0
Turbine,Atlanta,73.28284337906443,23.726806771524004,0.6578594379358674,52.559382956194334,0
Compressor,New York,81.07245853748398,30.09461596398632,1.2514098652060113,61.85483738739958,0
Compressor,San Francisco,75.11156672992092,40.307403862911045,2.301435774122388,45.13110245802875,0
Compressor,Chicago,72.71124423950548,43.35347473082955,1.6612479949220935,53.69844359337373,0
Pump,Chicago,85.56686247729957,16.904517480267508,0.956117651764176,59.86555762792851,0
Turbine,Chicago,63.85542728643017,26.124807272392765,2.1930994969503215,54.36892082474794,1
Pump,Atlanta,80.02918969367609,46.197074440318154,1.6542098176894453,65.40314379261217,0
Pump,Atlanta,42.06958370626923,47.582061686234184,1.43045971427365,46.634163160437666,0
Compressor,New York,58.05727869113267,49.29584189050789,1.7428723538794977,54.38858117270896,1
Compressor,San Francisco,57.69404029171308,28.600439044605526,0.3826685929883502,50.946569849445986,0
Pump,Atlanta,46.39840361562523,38.259939506268985,1.6826324266055335,69.75077616376477,0
Pump,New York,65.0784157644575,40.30569154139825,2.4567969496324156,46.96456474291145,1
Pump,Chicago,72.65329600898175,49.37927598813962,2.104177053143028,75.1331386157957,0
Turbine,Chicago,68.8278743311559,35.243668027730465,1.0975220316552532,55.966381488060506,0
Pump,Chicago,61.45264341115636,40.95756052930244,2.761761582148563,58.87054951024804,0
Compressor,New York,67.8166415755726,29.277565310076376,0.7202854833899018,57.2695930443775,0
Pump,San Francisco,73.52334250811599,43.334404402197585,2.0301443099198595,53.7329986419004,0
Compressor,Houston,49.87130070980639,35.819658403289054,2.478660870979044,73.98972933770557,0
Turbine,New York,67.80890159325828,25.229547183799284,2.587589686050691,47.46594058331834,0
Compressor,New York,62.33189407560607,45.26506376672863,1.2875006536904205,48.808288005910974,0
Pump,Houston,83.02202711197218,36.97781937530908,0.7388849094801863,48.70896989712902,0
Pump,Chicago,72.08679517165551,23.74539364557645,2.3171359596013525,72.27874205822887,0
Compressor,Houston,63.97092881611037,33.52965392404792,2.375034385064522,48.67925802102353,0
Turbine,San Francisco,94.13130641258397,36.00486935822908,1.6032967870410797,51.28563004706345,0
Pump,New York,72.6353591663455,30.61608009129755,2.8313472615361945,36.48894811356567,0
Pump,Chicago,65.63754102389966,54.22708260710495,1.453312830347344,60.41648571957278,0
Pump,Atlanta,90.0521915089642,51.69242936499223,0.6706411347864895,51.377216072179245,0
Compressor,Houston,76.2687029319736,30.672874764569745,2.3543806234128875,74.95277914946192,0
Pump,New York,63.032028196153064,49.82366797774786,0.43566491516458794,84.00750215285031,0
Turbine,Chicago,64.7718547666831,52.10967851827605,1.6292071883524686,78.80179906340356,0
Turbine,San Francisco,60.36979376259685,54.831574895268034,1.4973522313276713,67.00672542891456,0
Turbine,San Francisco,52.6973177423239,43.49767591204981,2.1042455972930876,79.36603026450348,0
Pump,Atlanta,77.39018057262999,39.19022739655025,1.2934722429523375,71.1558048853285,0
Turbine,San Francisco,60.00883673535402,42.246991479485416,2.4067320304431448,55.748845462442326,1
Turbine,San Francisco,89.36710594348615,48.738248257443416,1.8763361340749742,72.37273431753435,1
Pump,Chicago,67.33380072154337,52.187064156549525,1.8424916230403328,54.27867966601403,0
Compressor,New York,62.46542777997384,34.80272601344071,1.3257070329897231,75.45729990353233,0
Turbine,Atlanta,67.35577373037997,49.491556275441305,1.6856983557054306,36.57106336673314,0
Pump,Houston,83.5526082983044,44.395865680126605,2.263215090286711,65.94608628605988,0
Compressor,San Francisco,59.088544578600995,42.15107857512412,0.30130947494946714,57.856536746984844,0
Compressor,Atlanta,39.44571246433257,31.057002851673648,1.7730636821201888,66.67651497664663,0
Pump,New York,82.01310090311404,24.66981206178633,2.0646758779146,61.773316137126635,0
Compressor,San Francisco,64.49256766492121,32.69366823550819,1.5951101863589432,42.54772980997191,0
Compressor,San Francisco,36.30038660028797,59.11191032339299,1.1880914745283555,74.8684823003687,0
Pump,Chicago,24.5670351473198,49.2287472101466,1.4850805238445524,49.46724622149764,0
Compressor,Houston,58.85608148656307,33.285654643185055,2.171431973919421,68.57814933476702,0
Turbine,Houston,79.80552301841725,38.464707908584856,0.6747545910633701,20.00783351683267,0
Turbine,Atlanta,78.18600882990884,24.715216727377047,2.547721044884167,42.405454740426535,0
Pump,Atlanta,78.81250910931374,26.005107597094067,1.7579300968225915,84.83138307263165,1
Compressor,Chicago,96.30158432562784,23.76106057162115,1.269353669629496,54.13841234429166,0
Pump,Chicago,73.15879877249611,44.582583137802246,1.1637597742749084,67.88764268264622,0
Compressor,Atlanta,71.85545284181852,48.50415413180889,2.166626035107649,53.651824303851825,1
Compressor,New York,80.3115192473545,35.828076565391314,1.209828981143263,41.30410535712031,0
Turbine,Chicago,102.58002227264818,35.3769149195085,0.9143221378155983,77.36077536711343,0
Turbine,Atlanta,77.21034987407573,44.955508488802025,2.587182804056373,53.47308905694168,0
Compressor,Chicago,92.41836032780243,50.46997558543639,2.4464596935690874,45.51771747857168,0
Pump,Atlanta,52.9850524225562,22.95958254426001,1.7108149430322923,71.40134300430984,0
Turbine,New York,88.99835630449789,36.55055401782254,1.039220474448011,22.88707557624639,0
Pump,New York,94.97616697623054,27.009172652238828,1.2910276909579164,50.45051122896923,0
Turbine,San Francisco,57.651776746195715,53.139550442231325,2.569113388273922,63.209800381802964,0
Compressor,Houston,92.94082250217511,52.588839227210286,2.4458141474247683,49.65150903745973,1
Compressor,Atlanta,66.30212403551654,34.51176295231667,1.2592429049882594,68.17998190079967,0
Turbine,San Francisco,58.81590802296141,59.15319533481882,2.2512642824121865,57.6783284137591,0
Turbine,Atlanta,86.89376424160659,31.421730335896353,2.0921622721842956,71.96532326729017,1
Compressor,Houston,84.30218992244922,54.70923692548447,1.111551762101168,56.36421844865499,0
Pump,Atlanta,69.34043346849997,36.52541624770265,0.8599158062485965,52.009246950225574,0
Turbine,Houston,70.85429343865754,15.71323766275139,1.3038430927742988,78.71054434095095,0
Compressor,Houston,94.1745532026665,39.98006734450792,0.993527983473627,60.84026228713064,0
Pump,New York,79.11734661485454,44.14708820176471,1.7223039467456456,87.7586041023662,0
Compressor,Chicago,91.1228748726204,39.58791948925323,2.2301613782126353,62.356413978466605,0
Compressor,Chicago,95.91609658951617,34.72598917802967,0.42285232907316184,40.67643585804589,0
Compressor,San Francisco,42.73916379741025,31.245304790265152,1.1475667509320422,52.41652713851995,0
Compressor,Atlanta,63.5190533079402,36.817966523639186,1.4036013786040609,52.21380351256367,0
Compressor,New York,98.07175378096281,37.569399507814694,1.3807432351382565,55.04175164962255,0
Pump,Atlanta,65.26281753400343,35.130729167212216,3.2585230246279595,66.32319957677852,0
Turbine,Chicago,54.232511109026404,45.688957305604106,2.246197278315149,70.70798197845204,0
Pump,San Francisco,78.14362195992743,40.283317622312836,1.4993154431013251,23.837180856340638,0
Pump,Atlanta,67.46136620057469,26.374129278164652,1.739916716188969,61.030194015325634,0
Compressor,Houston,62.40961842366015,28.823075569485482,0.8876188353033425,68.83740092875763,0
Compressor,Chicago,72.20345483708478,51.63421324655295,1.8532569571965525,90.0,0
Turbine,Houston,69.78966864786037,37.29320090414511,1.820340830088565,44.48690675309907,0
Pump,Chicago,57.334301105523366,34.802423337413614,1.770108593076461,54.963373675576015,1
Turbine,New York,60.20068442961273,23.969259622524156,0.42637921974788195,50.29054845836408,0
Compressor,San Francisco,73.62097215244519,50.62970200219066,1.1093606295953449,51.22515763957959,0
Compressor,New York,112.69817049541075,38.57586493049735,0.96115304799922,38.036071907221825,0
Turbine,San Francisco,67.1791995401335,24.871187266330196,0.35979663451588184,71.48286647398564,0
Pump,Chicago,61.92825892069443,38.61892308317781,1.4642349629310436,72.16804500712333,0
Turbine,San Francisco,62.61748126676875,27.773082851802965,0.9279321532753876,85.4744096598235,0
Turbine,Houston,54.57070298443884,12.636444930796532,2.568359821789432,43.99538526467839,0
Pump,Chicago,70.30043183883873,46.839145472484155,1.8817033802530179,74.06404221880118,0
Pump,New York,107.3235786271112,37.4058247929591,2.958046430969566,80.14256927629381,0
Pump,Atlanta,65.14066859915405,35.155190141367875,1.2424702647084875,69.10709608180372,0
Pump,New York,71.50831749047019,39.12697950933742,1.6498619982387102,56.7151545051991,0
Pump,Atlanta,103.63635146087246,38.19484147137618,1.5435785038052987,52.42339831824555,0
Turbine,Chicago,49.784926700122575,44.63212710986774,1.5226169858321985,60.79134408171883,0
Turbine,Houston,89.45497137349928,49.414588256060235,0.9817208704480025,53.74252699025484,0
Compressor,San Francisco,10.322996989846708,21.88301335487158,1.5912097317909044,39.067409522472296,0
Turbine,Atlanta,77.54001865478119,45.10963328557522,2.2487686522422323,29.885260360412687,0
Compressor,San Francisco,86.57257052645429,45.946867794884184,2.092247829156636,77.40784607763982,0
Pump,San Francisco,41.34058705879141,35.088270044352456,1.2077448202827616,66.833778286623,0
Pump,Atlanta,66.39786509971947,37.4612861284492,1.4993676562655303,39.014204591440176,0
Compressor,Chicago,87.20150424926952,36.28788949956899,1.7575282153814695,58.062330614009724,0
Turbine,New York,60.99786380798464,36.67366750738994,2.3640008206194922,55.10183357815873,0
Pump,New York,66.1967739549707,48.64716241393743,2.2718421330314986,52.38967070271371,0
Pump,Houston,61.314596871502395,24.69889082207472,0.9472305666200482,27.56971051951948,0
Pump,San Francisco,61.4434095778474,48.95941034420762,0.7971761858682392,45.357469451708,1
Turbine,Houston,72.21081552405612,37.577357827714614,1.5203938850441225,62.584963235872536,0
Compressor,New York,58.687094535394664,45.485178318817404,2.4877779537035996,60.867151943472834,0
Pump,Atlanta,72.80832053438219,44.23865108579224,3.4882247268432227,56.85939409625148,1
Pump,San Francisco,70.45156817929764,31.403936596883163,1.4385183896387903,56.0785316356929,0
Compressor,Chicago,80.9210546882544,38.416393133867544,2.118292269650138,45.83062116089294,0
Compressor,Houston,68.57610451810956,55.23701527630945,1.920128816308412,65.98017295650808,0
Turbine,San Francisco,84.08342434515578,20.03751800314943,2.7363803316376183,29.47173155061207,1
Turbine,Chicago,89.74216164175795,30.699426781935443,1.1370725177278294,27.363859007105027,0
