n_estimators,max_features,train_ratio,val_ratio,test_ratio,train_auc,train_logloss,train_accuracy,train_precision,train_recall,train_f1,val_auc,val_logloss,val_accuracy,val_precision,val_recall,val_f1,test_auc,test_logloss,test_accuracy,test_precision,test_recall,test_f1
10,log2,0.5,0.2,0.3,0.9722997105321755,0.24610506345228583,0.9537907581516303,0.8401015228426396,0.6633266533066132,0.7413213885778276,0.4700027762354248,0.7101501605912434,0.872063968015992,0.12162162162162163,0.045,0.06569343065693431,0.5073586419753087,0.6373705912422928,0.8733333333333333,0.12962962962962962,0.04666666666666667,0.06862745098039216
10,log2,0.5,0.3,0.2,0.9722613411671154,0.24681178007639581,0.9498,0.8229166666666666,0.6332665330661322,0.7157417893544734,0.5001746913580247,0.5483086629289048,0.872,0.09615384615384616,0.03333333333333333,0.04950495049504951,0.5110597222222222,0.6333840487767932,0.875,0.109375,0.035,0.05303030303030303
10,0.3,0.6,0.2,0.2,0.9785993071832676,0.24232771900897077,0.9603333333333334,0.8848614072494669,0.6928213689482471,0.7771535580524345,0.5004638888888889,0.6511253253849267,0.876,0.05555555555555555,0.015,0.023622047244094488,0.48351805555555555,0.6947591374627105,0.8715,0.06153846153846154,0.02,0.03018867924528302
10,0.3,0.7,0.15,0.15,0.9783506217306834,0.2420520293092177,0.9597142857142857,0.8811700182815356,0.6895565092989986,0.7736757624398074,0.5067432098765432,0.5926276073062678,0.8866666666666667,0.16666666666666666,0.03333333333333333,0.05555555555555555,0.5346049382716049,0.5917925255868881,0.878,0.07692307692307693,0.02,0.031746031746031744
10,0.3,0.7,0.2,0.1,0.977695914798919,0.23954259475437398,0.9588512644663524,0.8743169398907104,0.6866952789699571,0.7692307692307693,0.488535535813437,0.6679996053596085,0.8775612193903048,0.07547169811320754,0.02,0.03162055335968379,0.4971611111111111,0.6000463543419904,0.88,0.14285714285714285,0.04,0.0625
10,0.3,0.8,0.1,0.1,0.9801056007509386,0.24068236494158213,0.9592449056132016,0.8724409448818897,0.6933667083854819,0.7726638772663877,0.45151498335183127,0.712212512641965,0.8811188811188811,0.12,0.03,0.048,0.47814444444444437,0.7366045495531596,0.875,0.0967741935483871,0.03,0.04580152671755725
10,0.3,0.5,0.2,0.3,0.9733562680917389,0.23676342723477142,0.9529905981196239,0.8235294117647058,0.6733466933867736,0.74090407938258,0.4983287062742921,0.7525776487233538,0.8740629685157422,0.175,0.07,0.1,0.5174203703703704,0.7520369777448873,0.873,0.10679611650485436,0.03666666666666667,0.05459057071960298
10,0.3,0.5,0.3,0.2,0.9738617425920493,0.24071911130607695,0.952,0.8229426433915212,0.6613226452905812,0.7333333333333333,0.4907907407407407,0.6731120372935273,0.8676666666666667,0.0782608695652174,0.03,0.043373493975903614,0.5193930555555556,0.6498207271377937,0.8665,0.12359550561797752,0.055,0.07612456747404844
10,0.5,0.6,0.2,0.2,0.9807761439095402,0.22710800482052418,0.9616666666666667,0.8900634249471459,0.7028380634390651,0.7854477611940298,0.4903222222222222,0.8097307981315538,0.883,0.11363636363636363,0.025,0.040983606557377046,0.5058444444444444,0.6850099590219164,0.88,0.19696969696969696,0.065,0.09774436090225563
10,0.5,0.7,0.15,0.15,0.9820275138560335,0.2325830819242883,0.9612857142857143,0.900749063670412,0.6881258941344778,0.7802108678021087,0.5047160493827161,0.5285330867151161,0.8826666666666667,0.175,0.04666666666666667,0.07368421052631578,0.5007160493827161,0.8346254737483279,0.8766666666666667,0.05128205128205128,0.013333333333333334,0.021164021164021163
10,0.5,0.7,0.2,0.1,0.9805692940027705,0.2258464154059478,0.9611373053293327,0.9020715630885122,0.6852646638054364,0.7788617886178861,0.48999583564686283,0.6592876466607985,0.881559220389805,0.12244897959183673,0.03,0.04819277108433735,0.49007777777777783,0.6946454756804119,0.873,0.0,0.0,0.0
10,0.5,0.8,0.1,0.1,0.9816776178556528,0.2275429494722848,0.9588698587323415,0.8942953020134228,0.6670838548185232,0.76415770609319,0.4923917869034406,0.6620267181357474,0.8781218781218781,0.041666666666666664,0.01,0.016129032258064516,0.4983111111111111,0.6942129833595182,0.871,0.03225806451612903,0.01,0.015267175572519083
10,0.5,0.5,0.2,0.3,0.9776248051658871,0.22889762035829886,0.956991398279656,0.8776595744680851,0.6613226452905812,0.7542857142857143,0.46555524708495283,0.7575429370782994,0.8715642178910544,0.08695652173913043,0.03,0.04460966542750929,0.4901611111111111,0.7422252812632779,0.8766666666666667,0.1111111111111111,0.03333333333333333,0.05128205128205128
10,0.5,0.5,0.3,0.2,0.9783626350679586,0.22848318322350342,0.958,0.8753246753246753,0.6753507014028056,0.7624434389140271,0.48515246913580246,0.6408238881267085,0.8753333333333333,0.05952380952380952,0.016666666666666666,0.026041666666666668,0.5231347222222222,0.6562124367869556,0.876,0.125,0.04,0.06060606060606061
11,sqrt,0.6,0.2,0.2,0.9768430010024113,0.24901244591118749,0.9625,0.8961864406779662,0.7061769616026711,0.7899159663865546,0.4836861111111111,0.6554046565842415,0.883,0.18518518518518517,0.05,0.07874015748031496,0.5231958333333333,0.5560757894461956,0.869,0.10256410256410256,0.04,0.05755395683453238
11,sqrt,0.7,0.15,0.15,0.9809434840031523,0.24819700365763583,0.9585714285714285,0.8766114180478821,0.6809728183118741,0.7665056360708534,0.507079012345679,0.5348654184395674,0.878,0.0975609756097561,0.02666666666666667,0.041884816753926704,0.465679012345679,0.6360351127775826,0.874,0.11764705882352941,0.04,0.05970149253731343
11,sqrt,0.7,0.2,0.1,0.9802558076163227,0.24454646177115535,0.9578511215887984,0.8713235294117647,0.6781115879828327,0.7626709573612228,0.5157023875624653,0.49657446099549796,0.8745627186406797,0.08196721311475409,0.025,0.038314176245210725,0.49466111111111116,0.666431946968371,0.874,0.1388888888888889,0.05,0.07352941176470588
11,sqrt,0.8,0.1,0.1,0.9782052218050341,0.25067073516342003,0.9572446555819477,0.8656,0.6770963704630788,0.7598314606741573,0.520710321864595,0.5980388681171421,0.8801198801198801,0.045454545454545456,0.01,0.01639344262295082,0.5222222222222221,0.5325214956531099,0.876,0.07142857142857142,0.02,0.03125
11,sqrt,0.5,0.2,0.3,0.9761338232019594,0.24429077684516795,0.9551910382076415,0.8552971576227391,0.6633266533066132,0.7471783295711061,0.46543031649083844,0.6790547917186656,0.872063968015992,0.08823529411764706,0.03,0.04477611940298507,0.5134228395061728,0.5908392079458764,0.8773333333333333,0.13829787234042554,0.043333333333333335,0.06598984771573604
11,sqrt,0.5,0.3,0.2,0.9750086709744751,0.24625573985190913,0.9538,0.8681318681318682,0.6332665330661322,0.7323290845886443,0.5051166666666667,0.5121220798152016,0.8773333333333333,0.11363636363636363,0.03333333333333333,0.05154639175257732,0.5093319444444444,0.5513596092927618,0.8735,0.09230769230769231,0.03,0.045283018867924525
11,log2,0.6,0.2,0.2,0.9768430010024113,0.24901244591118749,0.9625,0.8961864406779662,0.7061769616026711,0.7899159663865546,0.4836847222222222,0.6554046565842415,0.883,0.18518518518518517,0.05,0.07874015748031496,0.5231944444444445,0.5560757894461956,0.869,0.10256410256410256,0.04,0.05755395683453238
11,log2,0.7,0.15,0.15,0.9809434840031523,0.24819700365763583,0.9585714285714285,0.8766114180478821,0.6809728183118741,0.7665056360708534,0.507079012345679,0.5348654184395675,0.878,0.0975609756097561,0.02666666666666667,0.041884816753926704,0.46567901234567893,0.6360351127775826,0.874,0.11764705882352941,0.04,0.05970149253731343
11,log2,0.7,0.2,0.1,0.9802558076163227,0.24454646177115535,0.9578511215887984,0.8713235294117647,0.6781115879828327,0.7626709573612228,0.5157023875624653,0.49657446099549796,0.8745627186406797,0.08196721311475409,0.025,0.038314176245210725,0.49466111111111116,0.666431946968371,0.874,0.1388888888888889,0.05,0.07352941176470588
11,log2,0.8,0.1,0.1,0.9782052218050341,0.25067073516342003,0.9572446555819477,0.8656,0.6770963704630788,0.7598314606741573,0.520710321864595,0.5980388681171421,0.8801198801198801,0.045454545454545456,0.01,0.01639344262295082,0.5222222222222221,0.5325214956531099,0.876,0.07142857142857142,0.02,0.03125
11,log2,0.5,0.2,0.3,0.9761338232019594,0.244290776845168,0.9551910382076415,0.8552971576227391,0.6633266533066132,0.7471783295711061,0.4654303164908384,0.6790547917186656,0.872063968015992,0.08823529411764706,0.03,0.04477611940298507,0.5134228395061728,0.5908392079458764,0.8773333333333333,0.13829787234042554,0.043333333333333335,0.06598984771573604
11,log2,0.5,0.3,0.2,0.975008670974475,0.24625573985190913,0.9538,0.8681318681318682,0.6332665330661322,0.7323290845886443,0.5051135802469136,0.5121220798152016,0.8773333333333333,0.11363636363636363,0.03333333333333333,0.05154639175257732,0.5093305555555555,0.5513596092927618,0.8735,0.09230769230769231,0.03,0.045283018867924525
11,0.3,0.6,0.2,0.2,0.9801435707664351,0.2413380720395485,0.9621666666666666,0.8991416309012875,0.6994991652754591,0.7868544600938967,0.4941625,0.5871113257483982,0.88,0.06521739130434782,0.015,0.024390243902439025,0.4861444444444445,0.6597945816806269,0.877,0.07407407407407407,0.02,0.031496062992125984
11,0.3,0.7,0.15,0.15,0.9827442972355593,0.2401295224345372,0.9625714285714285,0.9009174311926605,0.7024320457796852,0.7893890675241158,0.5072172839506173,0.5472157939069794,0.8933333333333333,0.2222222222222222,0.02666666666666667,0.047619047619047616,0.5310592592592593,0.5254650088509717,0.8813333333333333,0.0625,0.013333333333333334,0.02197802197802198
11,0.3,0.7,0.2,0.1,0.9814850012489498,0.23923581744296007,0.962280325760823,0.9050279329608939,0.6952789699570815,0.7864077669902912,0.4923056635202665,0.6159780723535424,0.879560219890055,0.06382978723404255,0.015,0.024291497975708502,0.4967777777777779,0.5995598248171146,0.878,0.041666666666666664,0.01,0.016129032258064516
11,0.3,0.8,0.1,0.1,0.9832955256570712,0.23919200290473408,0.9602450306288286,0.8860353130016051,0.690863579474343,0.7763713080168776,0.4464372918978912,0.7116608314826944,0.8791208791208791,0.1111111111111111,0.03,0.047244094488188976,0.4797722222222224,0.7019153366071056,0.877,0.10344827586206896,0.03,0.046511627906976744
11,0.3,0.5,0.2,0.3,0.9776657759964371,0.2360377634796553,0.9581916383276655,0.8553921568627451,0.6993987975951904,0.7695700110253583,0.494305941143809,0.6861273870554798,0.8765617191404298,0.16901408450704225,0.06,0.08856088560885608,0.5163234567901236,0.6622895588303833,0.878,0.0975609756097561,0.02666666666666667,0.041884816753926704
11,0.3,0.5,0.3,0.2,0.9787566690813307,0.2403258556702823,0.9548,0.8508997429305912,0.6633266533066132,0.7454954954954955,0.48539629629629627,0.6064447430774947,0.8766666666666667,0.10227272727272728,0.03,0.04639175257731959,0.5138347222222223,0.6172383854442385,0.8755,0.15492957746478872,0.055,0.08118081180811808
11,0.5,0.6,0.2,0.2,0.9825865425898067,0.22628357420521478,0.9628333333333333,0.9017094017094017,0.7045075125208681,0.7910028116213683,0.48394166666666666,0.7615712539682142,0.886,0.13157894736842105,0.025,0.04201680672268908,0.501736111111111,0.6357641919533894,0.8835,0.16326530612244897,0.04,0.0642570281124498
11,0.5,0.7,0.15,0.15,0.9859650544830293,0.23043746911205737,0.9615714285714285,0.9118773946360154,0.6809728183118741,0.7796887796887797,0.4895753086419753,0.510141028660291,0.8873333333333333,0.1935483870967742,0.04,0.06629834254143646,0.5009037037037037,0.7257170484406574,0.882,0.09090909090909091,0.02,0.03278688524590164
11,0.5,0.7,0.2,0.1,0.9836057179190227,0.22460141663926503,0.961280182883269,0.8977695167286245,0.6909871244635193,0.7809215844785772,0.4719072737368129,0.6292319221210448,0.8800599700149925,0.1,0.025,0.04,0.4919833333333334,0.6604756006612722,0.872,0.0,0.0,0.0
11,0.5,0.8,0.1,0.1,0.9845585627868167,0.2266323451700311,0.960745093136642,0.9145299145299145,0.6695869837296621,0.773121387283237,0.4795948945615982,0.5997329571302635,0.8861138861138861,0.1111111111111111,0.02,0.03389830508474576,0.5009222222222223,0.6602575748485636,0.879,0.08,0.02,0.032
11,0.5,0.5,0.2,0.3,0.9811761300378534,0.22768056652525423,0.9573914782956592,0.8928571428571429,0.6513026052104208,0.7531865585168018,0.4587284841754581,0.7417921185472863,0.8735632183908046,0.09230769230769231,0.03,0.045283018867924525,0.48502962962962964,0.6875968256176089,0.8776666666666667,0.0963855421686747,0.02666666666666667,0.04177545691906005
11,0.5,0.5,0.3,0.2,0.9826829842755942,0.22825587854338983,0.9566,0.8790322580645161,0.655310621242485,0.7508610792192881,0.48640987654320983,0.6172686251314915,0.8796666666666667,0.07042253521126761,0.016666666666666666,0.026954177897574125,0.5177861111111112,0.5901761678702419,0.88,0.1,0.025,0.04
12,sqrt,0.6,0.2,0.2,0.9804263972633522,0.2486156317901288,0.9643333333333334,0.8985507246376812,0.7245409015025042,0.8022181146025879,0.48282499999999995,0.6227003249789336,0.884,0.16666666666666666,0.04,0.06451612903225806,0.5276597222222221,0.5376068540037797,0.873,0.11428571428571428,0.04,0.05925925925925926
12,sqrt,0.7,0.15,0.15,0.9829657803482381,0.2482979355414913,0.963,0.9044117647058824,0.703862660944206,0.7916331456154465,0.5083432098765432,0.5106829395306103,0.8826666666666667,0.09375,0.02,0.03296703296703297,0.468041975308642,0.5908885481655217,0.8753333333333333,0.10638297872340426,0.03333333333333333,0.050761421319796954
12,sqrt,0.7,0.2,0.1,0.9831258941344778,0.2426015236554989,0.9628518359765681,0.9087523277467412,0.698140200286123,0.7896440129449838,0.5084800111049417,0.4796647699743178,0.8790604697651174,0.043478260869565216,0.01,0.016260162601626018,0.5032277777777777,0.5973817445435076,0.877,0.10344827586206896,0.03,0.046511627906976744
12,sqrt,0.8,0.1,0.1,0.9816298150465861,0.24957205258666343,0.9599949993749218,0.8945634266886326,0.6795994993742178,0.7724039829302988,0.5063041065482797,0.5687645865790307,0.8861138861138861,0.0625,0.01,0.017241379310344827,0.5189222222222223,0.4659420943208949,0.877,0.04,0.01,0.016
12,sqrt,0.5,0.2,0.3,0.9791042084168335,0.24316377413784285,0.9567913582716543,0.8713910761154856,0.6653306613226453,0.7545454545454545,0.4773917268184342,0.5909463161574634,0.8780609695152424,0.10714285714285714,0.03,0.046875,0.5141388888888889,0.5660008905782875,0.8813333333333333,0.15853658536585366,0.043333333333333335,0.06806282722513089
12,sqrt,0.5,0.3,0.2,0.9766478079464861,0.2457357661261943,0.9542,0.8629032258064516,0.6432865731462926,0.7370838117106774,0.5016061728395063,0.5012243016722517,0.883,0.11940298507462686,0.02666666666666667,0.043596730245231606,0.5045,0.5342673210778346,0.879,0.1111111111111111,0.03,0.047244094488188976
12,log2,0.6,0.2,0.2,0.9804263972633522,0.2486156317901288,0.9643333333333334,0.8985507246376812,0.7245409015025042,0.8022181146025879,0.4828222222222222,0.6227003249789336,0.884,0.16666666666666666,0.04,0.06451612903225806,0.5276597222222221,0.5376068540037796,0.873,0.11428571428571428,0.04,0.05925925925925926
12,log2,0.7,0.15,0.15,0.9829657803482382,0.2482979355414913,0.963,0.9044117647058824,0.703862660944206,0.7916331456154465,0.5083432098765432,0.5106829395306103,0.8826666666666667,0.09375,0.02,0.03296703296703297,0.4680444444444445,0.5908885481655217,0.8753333333333333,0.10638297872340426,0.03333333333333333,0.050761421319796954
12,log2,0.7,0.2,0.1,0.9831258941344778,0.2426015236554989,0.9628518359765681,0.9087523277467412,0.698140200286123,0.7896440129449838,0.5084800111049417,0.4796647699743178,0.8790604697651174,0.043478260869565216,0.01,0.016260162601626018,0.5032277777777778,0.5973817445435076,0.877,0.10344827586206896,0.03,0.046511627906976744
12,log2,0.8,0.1,0.1,0.9816298150465861,0.24957205258666346,0.9599949993749218,0.8945634266886326,0.6795994993742178,0.7724039829302988,0.5063041065482797,0.5687645865790307,0.8861138861138861,0.0625,0.01,0.017241379310344827,0.5189222222222223,0.4659420943208949,0.877,0.04,0.01,0.016
12,log2,0.5,0.2,0.3,0.9791042084168335,0.24316377413784285,0.9567913582716543,0.8713910761154856,0.6653306613226453,0.7545454545454545,0.4773917268184341,0.5909463161574635,0.8780609695152424,0.10714285714285714,0.03,0.046875,0.5141388888888889,0.5660008905782875,0.8813333333333333,0.15853658536585366,0.043333333333333335,0.06806282722513089
12,log2,0.5,0.3,0.2,0.9766478079464862,0.2457357661261943,0.9542,0.8629032258064516,0.6432865731462926,0.7370838117106774,0.5016061728395061,0.5012243016722517,0.883,0.11940298507462686,0.02666666666666667,0.043596730245231606,0.5044986111111112,0.5342673210778346,0.879,0.1111111111111111,0.03,0.047244094488188976
12,0.3,0.6,0.2,0.2,0.9829214524361561,0.2421417613221446,0.964,0.9154013015184381,0.7045075125208681,0.7962264150943397,0.4893708333333333,0.5220795445027453,0.88,0.08333333333333333,0.02,0.03225806451612903,0.48640138888888884,0.5788209844196792,0.8725,0.04918032786885246,0.015,0.022988505747126436
12,0.3,0.7,0.15,0.15,0.9853823416089234,0.23964046859200444,0.9628571428571429,0.8954954954954955,0.7110157367668097,0.7926634768740032,0.5089432098765432,0.5480088483924989,0.8893333333333333,0.16666666666666666,0.02666666666666667,0.04597701149425287,0.5283728395061729,0.48153543770792223,0.8813333333333333,0.08823529411764706,0.02,0.03260869565217391
12,0.3,0.7,0.2,0.1,0.9826256329904399,0.23851716052402552,0.9619945706529505,0.9123809523809524,0.6852646638054364,0.7826797385620915,0.4895627429205997,0.5669320527930164,0.8775612193903048,0.058823529411764705,0.015,0.02390438247011952,0.49516666666666664,0.5640018375396719,0.883,0.09523809523809523,0.02,0.03305785123966942
12,0.3,0.8,0.1,0.1,0.9857889201780002,0.238879926795156,0.9624953119139893,0.9017713365539453,0.7008760951188986,0.7887323943661971,0.45044950055493893,0.7113660755120912,0.8811188811188811,0.08695652173913043,0.02,0.032520325203252036,0.4770666666666667,0.6675965114102478,0.879,0.1111111111111111,0.03,0.047244094488188976
12,0.3,0.5,0.2,0.3,0.9805299487864618,0.2353709863369752,0.9561912382476495,0.8535353535353535,0.6773547094188377,0.7553072625698324,0.4981538034425319,0.6346497828333357,0.8765617191404298,0.13846153846153847,0.045,0.06792452830188679,0.5191882716049383,0.6264369227292538,0.879,0.09090909090909091,0.023333333333333334,0.03713527851458886
12,0.3,0.5,0.3,0.2,0.9804452272685785,0.24001289518945781,0.9562,0.868421052631579,0.6613226452905812,0.7508532423208191,0.48731543209876543,0.5813859412891147,0.8806666666666667,0.1282051282051282,0.03333333333333333,0.05291005291005291,0.513325,0.5489523649188152,0.8745,0.14084507042253522,0.05,0.07380073800738007
12,0.5,0.6,0.2,0.2,0.9850497604629577,0.2261244181560902,0.9648333333333333,0.9181034482758621,0.7111853088480802,0.8015051740357478,0.49045000000000005,0.7428683176911213,0.8865,0.11428571428571428,0.02,0.03404255319148936,0.4955166666666666,0.6035494749005941,0.8835,0.16326530612244897,0.04,0.0642570281124498
12,0.5,0.7,0.15,0.15,0.9875954698927141,0.22970528387307523,0.9648571428571429,0.9217877094972067,0.7081545064377682,0.8009708737864077,0.47999506172839507,0.4680010309386844,0.884,0.16666666666666666,0.04,0.06451612903225806,0.5051506172839506,0.6368222842456799,0.8793333333333333,0.05714285714285714,0.013333333333333334,0.021621621621621623
12,0.5,0.7,0.2,0.1,0.9860567250266821,0.22427727888268353,0.9615659379911415,0.9056603773584906,0.6866952789699571,0.7811228641171685,0.4689575235980011,0.5940996897537841,0.8895552223888056,0.21621621621621623,0.04,0.06751054852320675,0.4946944444444445,0.6260187362745568,0.877,0.04,0.01,0.016
12,0.5,0.8,0.1,0.1,0.9872349986093729,0.22618169354376755,0.9656207025878235,0.9352159468438538,0.704630788485607,0.8037116345467523,0.4831908990011099,0.5650041049273834,0.8821178821178821,0.0,0.0,0.0,0.5113166666666666,0.623804103791426,0.876,0.07142857142857142,0.02,0.03125
12,0.5,0.5,0.2,0.3,0.9834419951013137,0.2268234902837867,0.9587917583516703,0.8906666666666667,0.6693386773547094,0.7643020594965675,0.47033870072182116,0.7202610230923797,0.8780609695152424,0.07692307692307693,0.02,0.031746031746031744,0.49404259259259264,0.6287403079398014,0.879,0.1111111111111111,0.03,0.047244094488188976
12,0.5,0.5,0.3,0.2,0.9846812042213733,0.22713954416151,0.9586,0.8945945945945946,0.6633266533066132,0.761795166858458,0.4832833333333334,0.5951551370135053,0.8813333333333333,0.08823529411764706,0.02,0.03260869565217391,0.5152486111111111,0.5225271072005462,0.882,0.125,0.03,0.04838709677419355
13,sqrt,0.6,0.2,0.2,0.9823213347926975,0.24857941444508325,0.9638333333333333,0.9029535864978903,0.7145242070116862,0.7977632805219013,0.48033611111111113,0.5891719095151612,0.885,0.1590909090909091,0.035,0.05737704918032787,0.5182166666666668,0.5216057017177905,0.879,0.125,0.035,0.0546875
13,sqrt,0.7,0.15,0.15,0.9847378722954029,0.2479405761639233,0.9628571428571429,0.9180952380952381,0.6895565092989986,0.7875816993464052,0.510120987654321,0.42121972029509896,0.884,0.07142857142857142,0.013333333333333334,0.02247191011235955,0.4667234567901235,0.5688318619819219,0.8746666666666667,0.08695652173913043,0.02666666666666667,0.04081632653061224
13,sqrt,0.7,0.2,0.1,0.9862181801666781,0.24148447057350783,0.9639948564080583,0.9116022099447514,0.7081545064377682,0.7971014492753623,0.5060341476957246,0.48062720215400356,0.8745627186406797,0.03636363636363636,0.01,0.01568627450980392,0.5113666666666667,0.4963460404383347,0.882,0.09090909090909091,0.02,0.03278688524590164
13,sqrt,0.8,0.1,0.1,0.9842897371714644,0.24892981060000446,0.9629953744218027,0.915702479338843,0.6933667083854819,0.7891737891737892,0.4984406215316315,0.5370743902080869,0.8851148851148851,0.058823529411764705,0.01,0.017094017094017096,0.5124611111111111,0.4675734184252584,0.876,0.07142857142857142,0.02,0.03125
13,sqrt,0.5,0.2,0.3,0.9820280561122244,0.2426473671471155,0.9581916383276655,0.8877005347593583,0.6653306613226453,0.7605956471935853,0.47833842309827873,0.539847779942976,0.8790604697651174,0.09615384615384616,0.025,0.03968253968253968,0.5131080246913581,0.553950363073475,0.8806666666666667,0.1282051282051282,0.03333333333333333,0.05291005291005291
13,sqrt,0.5,0.3,0.2,0.9801384595451732,0.24478104751421897,0.955,0.8805555555555555,0.6352705410821643,0.7380675203725262,0.5002833333333333,0.4791189231993987,0.882,0.11428571428571428,0.02666666666666667,0.043243243243243246,0.5023361111111111,0.5011921655557526,0.8815,0.13725490196078433,0.035,0.055776892430278883
13,log2,0.6,0.2,0.2,0.9823213347926975,0.2485794144450833,0.9638333333333333,0.9029535864978903,0.7145242070116862,0.7977632805219013,0.48033472222222223,0.5891719095151612,0.885,0.1590909090909091,0.035,0.05737704918032787,0.5182166666666668,0.5216057017177905,0.879,0.125,0.035,0.0546875
13,log2,0.7,0.15,0.15,0.9847378722954028,0.2479405761639233,0.9628571428571429,0.9180952380952381,0.6895565092989986,0.7875816993464052,0.510120987654321,0.42121972029509896,0.884,0.07142857142857142,0.013333333333333334,0.02247191011235955,0.46672345679012345,0.5688318619819219,0.8746666666666667,0.08695652173913043,0.02666666666666667,0.04081632653061224
13,log2,0.7,0.2,0.1,0.9862181801666781,0.24148447057350783,0.9639948564080583,0.9116022099447514,0.7081545064377682,0.7971014492753623,0.5060341476957246,0.48062720215400356,0.8745627186406797,0.03636363636363636,0.01,0.01568627450980392,0.5113666666666667,0.4963460404383347,0.882,0.09090909090909091,0.02,0.03278688524590164
13,log2,0.8,0.1,0.1,0.9842897371714644,0.24892981060000446,0.9629953744218027,0.915702479338843,0.6933667083854819,0.7891737891737892,0.4984406215316315,0.5370743902080869,0.8851148851148851,0.058823529411764705,0.01,0.017094017094017096,0.5124611111111111,0.4675734184252584,0.876,0.07142857142857142,0.02,0.03125
13,log2,0.5,0.2,0.3,0.9820280561122244,0.2426473671471155,0.9581916383276655,0.8877005347593583,0.6653306613226453,0.7605956471935853,0.47833842309827873,0.539847779942976,0.8790604697651174,0.09615384615384616,0.025,0.03968253968253968,0.5131080246913581,0.553950363073475,0.8806666666666667,0.1282051282051282,0.03333333333333333,0.05291005291005291
13,log2,0.5,0.3,0.2,0.9801384595451734,0.24478104751421897,0.955,0.8805555555555555,0.6352705410821643,0.7380675203725262,0.5002839506172839,0.4791189231993987,0.882,0.11428571428571428,0.02666666666666667,0.043243243243243246,0.5023347222222223,0.5011921655557526,0.8815,0.13725490196078433,0.035,0.055776892430278883
