n_estimators,max_features,train_ratio,val_ratio,test_ratio,train_auc,train_logloss,train_accuracy,train_precision,train_recall,train_f1,val_auc,val_logloss,val_accuracy,val_precision,val_recall,val_f1,test_auc,test_logloss,test_accuracy,test_precision,test_recall,test_f1,split_label,overfit_auc
12,log2,0.6,0.2,0.2,0.9804263972633523,0.2486156317901288,0.9643333333333334,0.8985507246376812,0.7245409015025042,0.8022181146025879,0.48282361111111105,0.6227003249789336,0.884,0.16666666666666666,0.04,0.06451612903225806,0.5276597222222221,0.5376068540037797,0.873,0.11428571428571428,0.04,0.05925925925925926,60/20/20,0.4976027861522413
12,sqrt,0.6,0.2,0.2,0.9804263972633522,0.2486156317901288,0.9643333333333334,0.8985507246376812,0.7245409015025042,0.8022181146025879,0.48282361111111105,0.6227003249789336,0.884,0.16666666666666666,0.04,0.06451612903225806,0.5276597222222221,0.5376068540037797,0.873,0.11428571428571428,0.04,0.05925925925925926,60/20/20,0.4976027861522412
15,sqrt,0.5,0.2,0.3,0.9863473613894456,0.24072504174438739,0.9635927185437088,0.9204244031830239,0.6953907815631263,0.7922374429223744,0.48458634092171016,0.4862321994050262,0.8835582208895553,0.16326530612244897,0.04,0.0642570281124498,0.5246938271604937,0.5165002887087076,0.8833333333333333,0.12121212121212122,0.02666666666666667,0.04371584699453552,50/20/30,0.5017610204677354
15,log2,0.5,0.2,0.3,0.9863473613894456,0.24072504174438739,0.9635927185437088,0.9204244031830239,0.6953907815631263,0.7922374429223744,0.48458634092171016,0.4862321994050262,0.8835582208895553,0.16326530612244897,0.04,0.0642570281124498,0.5246938271604937,0.5165002887087076,0.8833333333333333,0.12121212121212122,0.02666666666666667,0.04371584699453552,50/20/30,0.5017610204677354
10,sqrt,0.6,0.2,0.2,0.9754376778677294,0.24943247752563655,0.9575,0.8598326359832636,0.6861435726210351,0.7632311977715878,0.4807013888888889,0.657486421928154,0.883,0.16,0.04,0.064,0.5318236111111112,0.5861222386860938,0.8705,0.10666666666666667,0.04,0.05818181818181818,60/20/20,0.4947362889788405
10,log2,0.6,0.2,0.2,0.9754378324177277,0.24943247752563655,0.9575,0.8598326359832636,0.6861435726210351,0.7632311977715878,0.4806958333333333,0.6574864219281541,0.883,0.16,0.04,0.064,0.5318236111111112,0.5861222386860938,0.8705,0.10666666666666667,0.04,0.05818181818181818,60/20/20,0.4947419990843944
18,sqrt,0.5,0.2,0.3,0.9882827877978178,0.24186208091524736,0.9645929185837168,0.9214659685863874,0.7054108216432866,0.7990919409761634,0.48404081066074406,0.45112898692477993,0.8875562218890555,0.1794871794871795,0.035,0.058577405857740586,0.5229185185185186,0.4713700782895177,0.8863333333333333,0.15254237288135594,0.03,0.05013927576601671,50/20/30,0.5042419771370736
18,log2,0.5,0.2,0.3,0.9882827877978178,0.24186208091524736,0.9645929185837168,0.9214659685863874,0.7054108216432866,0.7990919409761634,0.48404081066074406,0.45112898692477993,0.8875562218890555,0.1794871794871795,0.035,0.058577405857740586,0.5229179012345679,0.47137007828951777,0.8863333333333333,0.15254237288135594,0.03,0.05013927576601671,50/20/30,0.5042419771370736
19,0.5,0.7,0.15,0.15,0.9951904902348766,0.22663655573716832,0.9701428571428572,0.9693486590038314,0.7238912732474965,0.8288288288288288,0.4754197530864198,0.3946548614776745,0.8926666666666667,0.23809523809523808,0.03333333333333333,0.05847953216374269,0.510925925925926,0.4327128453344123,0.8853333333333333,0.041666666666666664,0.006666666666666667,0.011494252873563218,70/15/15,0.5197707371484568
17,sqrt,0.5,0.2,0.3,0.9880427521710087,0.2411919342897553,0.9633926785357071,0.9316939890710383,0.6833667334669339,0.7884393063583816,0.4795613548028872,0.4523243102988625,0.8860569715142429,0.16666666666666666,0.035,0.05785123966942149,0.5253271604938272,0.47190371871308595,0.8843333333333333,0.12698412698412698,0.02666666666666667,0.0440771349862259,50/20/30,0.5084813973681215
17,log2,0.5,0.2,0.3,0.9880427521710087,0.2411919342897553,0.9633926785357071,0.9316939890710383,0.6833667334669339,0.7884393063583816,0.47956274292059964,0.4523243102988625,0.8860569715142429,0.16666666666666666,0.035,0.05785123966942149,0.5253271604938272,0.47190371871308595,0.8843333333333333,0.12698412698412698,0.02666666666666667,0.0440771349862259,50/20/30,0.508480009250409
37,0.5,0.8,0.1,0.1,0.9988581212626895,0.22031916783344233,0.977622202775347,0.9889589905362776,0.7847309136420526,0.8750872295882763,0.4623751387347392,0.3898582264996696,0.9020979020979021,0.75,0.03,0.057692307692307696,0.5137722222222223,0.41307761001244636,0.897,0.0,0.0,0.0,80/10/10,0.5364829825279502
41,0.5,0.8,0.1,0.1,0.9989448616325963,0.2198856763032339,0.9802475309413676,0.9923195084485407,0.8085106382978723,0.8910344827586207,0.4524084350721421,0.38997509726214724,0.9020979020979021,0.75,0.03,0.057692307692307696,0.5086944444444444,0.41486827597648596,0.894,0.0,0.0,0.0,80/10/10,0.5465364265604542
19,log2,0.5,0.2,0.3,0.9886083277666443,0.24185171953171042,0.9655931186237248,0.9313984168865436,0.7074148296593187,0.8041002277904328,0.48289422543031657,0.4355110275806501,0.8855572213893054,0.16279069767441862,0.035,0.05761316872427984,0.5249518518518519,0.47070691331194076,0.887,0.10204081632653061,0.016666666666666666,0.02865329512893983,50/20/30,0.5057141023363277
19,sqrt,0.5,0.2,0.3,0.9886083277666443,0.24185171953171042,0.9655931186237248,0.9313984168865436,0.7074148296593187,0.8041002277904328,0.48289422543031657,0.4355110275806501,0.8855572213893054,0.16279069767441862,0.035,0.05761316872427984,0.524953086419753,0.47070691331194076,0.887,0.10204081632653061,0.016666666666666666,0.02865329512893983,50/20/30,0.5057141023363277
13,log2,0.6,0.2,0.2,0.9823213347926975,0.24857941444508325,0.9638333333333333,0.9029535864978903,0.7145242070116862,0.7977632805219013,0.4803347222222222,0.5891719095151612,0.885,0.1590909090909091,0.035,0.05737704918032787,0.5182166666666668,0.5216057017177905,0.879,0.125,0.035,0.0546875,60/20/20,0.5019866125704753
13,sqrt,0.6,0.2,0.2,0.9823213347926975,0.24857941444508325,0.9638333333333333,0.9029535864978903,0.7145242070116862,0.7977632805219013,0.48033472222222223,0.5891719095151612,0.885,0.1590909090909091,0.035,0.05737704918032787,0.5182166666666668,0.5216057017177905,0.879,0.125,0.035,0.0546875,60/20/20,0.5019866125704753
40,0.5,0.8,0.1,0.1,0.9989120080656377,0.2200920415044016,0.9801225153144143,0.9938271604938271,0.8060075093867334,0.8901174844505875,0.45427302996670366,0.39059700947844717,0.9010989010989011,0.6,0.03,0.05714285714285714,0.5092722222222222,0.41447829351636606,0.895,0.0,0.0,0.0,80/10/10,0.544638978098934
15,0.3,0.5,0.2,0.3,0.9874894232910264,0.23408393200789682,0.9623924784956991,0.9214092140921409,0.6813627254509018,0.783410138248848,0.49703498056635204,0.5489259260949929,0.8835582208895553,0.14893617021276595,0.035,0.05668016194331984,0.5250783950617284,0.5340621024087632,0.8873333333333333,0.14814814814814814,0.02666666666666667,0.04519774011299435,50/20/30,0.49045444272467437
16,sqrt,0.5,0.2,0.3,0.9873987975951904,0.24086362147440937,0.9635927185437088,0.9226666666666666,0.6933867735470942,0.7917620137299771,0.4802984453081621,0.48676613561523446,0.8825587206396801,0.14285714285714285,0.035,0.05622489959839357,0.5214444444444445,0.4952898596193519,0.8846666666666667,0.15151515151515152,0.03333333333333333,0.0546448087431694,50/20/30,0.5071003522870283
16,log2,0.5,0.2,0.3,0.9873987975951904,0.24086362147440937,0.9635927185437088,0.9226666666666666,0.6933867735470942,0.7917620137299771,0.4802984453081621,0.48676613561523446,0.8825587206396801,0.14285714285714285,0.035,0.05622489959839357,0.5214444444444445,0.4952898596193519,0.8846666666666667,0.15151515151515152,0.03333333333333333,0.0546448087431694,50/20/30,0.5071003522870283
27,0.5,0.8,0.1,0.1,0.9975843067723543,0.22157454598177584,0.9741217652206526,0.9805194805194806,0.7559449311639549,0.8537102473498234,0.44515538290788015,0.428287039534671,0.8991008991008991,0.42857142857142855,0.03,0.056074766355140186,0.5236888888888889,0.4118941133865976,0.894,0.0,0.0,0.0,80/10/10,0.5524289238644742
30,0.3,0.8,0.1,0.1,0.9971841538033653,0.23338580468017653,0.9736217027128391,0.9788273615635179,0.7521902377972466,0.8506723283793347,0.46527746947835735,0.39526433424868557,0.8991008991008991,0.42857142857142855,0.03,0.056074766355140186,0.517338888888889,0.3862296044586944,0.897,0.2,0.01,0.01904761904761905,80/10/10,0.531906684325008
28,0.5,0.8,0.1,0.1,0.9979124947851481,0.22152001828143048,0.9752469058632329,0.9854604200323102,0.7634543178973717,0.8603667136812412,0.4406492785793562,0.42776871229839075,0.8991008991008991,0.42857142857142855,0.03,0.056074766355140186,0.5188777777777778,0.4123716964599924,0.894,0.0,0.0,0.0,80/10/10,0.5572632162057919
10,0.3,0.7,0.15,0.15,0.9783506217306834,0.2420520293092177,0.9597142857142857,0.8811700182815356,0.6895565092989986,0.7736757624398074,0.5067407407407407,0.5926276073062678,0.8866666666666667,0.16666666666666666,0.03333333333333333,0.05555555555555555,0.5346123456790124,0.5917925255868881,0.878,0.07692307692307693,0.02,0.031746031746031744,70/15/15,0.4716098809899427
29,0.3,0.8,0.1,0.1,0.9970489153108052,0.23352617816746482,0.974246780847606,0.9744,0.7622027534418022,0.8553370786516854,0.46404550499445063,0.3965483192681671,0.8981018981018981,0.375,0.03,0.05555555555555555,0.5149277777777778,0.38762621022221394,0.895,0.14285714285714285,0.01,0.018691588785046728,80/10/10,0.5330034103163546
22,0.3,0.8,0.1,0.1,0.9953252329300515,0.23473124122750866,0.9699962495311913,0.9635157545605307,0.7271589486858573,0.8288159771754636,0.44827968923418426,0.4359861870250142,0.8981018981018981,0.375,0.03,0.05555555555555555,0.5139222222222223,0.4537621406498933,0.888,0.0,0.0,0.0,80/10/10,0.5470455436958672
14,sqrt,0.5,0.2,0.3,0.9836406145624583,0.24211232873753294,0.960992198439688,0.8979057591623036,0.687374749498998,0.7786606129398411,0.4844725152692949,0.5054895794502763,0.8800599700149925,0.12962962962962962,0.035,0.05511811023622047,0.5192203703703704,0.5406061634264187,0.8813333333333333,0.12162162162162163,0.03,0.0481283422459893,50/20/30,0.4991680992931634
14,log2,0.5,0.2,0.3,0.9836406145624582,0.242112328737533,0.960992198439688,0.8979057591623036,0.687374749498998,0.7786606129398411,0.4844725152692948,0.5054895794502764,0.8800599700149925,0.12962962962962962,0.035,0.05511811023622047,0.519220987654321,0.5406061634264187,0.8813333333333333,0.12162162162162163,0.03,0.0481283422459893,50/20/30,0.4991680992931634
25,0.3,0.8,0.1,0.1,0.9959894312334863,0.2339973066331438,0.9707463432929117,0.9669421487603306,0.7321652065081352,0.8333333333333334,0.4608601553829078,0.3996269129002542,0.8971028971028971,0.3333333333333333,0.03,0.05504587155963303,0.5209055555555555,0.4512530939124056,0.893,0.1111111111111111,0.01,0.01834862385321101,80/10/10,0.5351292758505785
27,0.3,0.8,0.1,0.1,0.9964274787929356,0.23381473900964467,0.9714964370546318,0.971900826446281,0.7359198998748435,0.8376068376068376,0.46876248612652605,0.397102559316974,0.8961038961038961,0.3,0.03,0.05454545454545454,0.5136833333333333,0.3881471119449425,0.892,0.0,0.0,0.0,80/10/10,0.5276649926664095
21,0.5,0.8,0.1,0.1,0.9957796203587819,0.22284259046744828,0.9734966870858858,0.9756888168557536,0.753441802252816,0.8502824858757062,0.44564927857935627,0.46457482899607555,0.8951048951048951,0.2727272727272727,0.03,0.05405405405405406,0.5219944444444444,0.44802969243875035,0.884,0.0,0.0,0.0,80/10/10,0.5501303417794257
26,0.3,0.8,0.1,0.1,0.9962374843554442,0.23361820398132865,0.9713714214276784,0.9702970297029703,0.7359198998748435,0.8370106761565836,0.46466703662597114,0.3982889063570434,0.8951048951048951,0.2727272727272727,0.03,0.05405405405405406,0.5129944444444444,0.45250237796752446,0.891,0.09090909090909091,0.01,0.018018018018018018,80/10/10,0.5315704477294732
40,log2,0.5,0.2,0.3,0.9971373858828768,0.23927098651675288,0.9729945989197839,0.9739583333333334,0.749498997995992,0.8471121177802945,0.48633259300388676,0.4130047010862625,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5078611111111111,0.3900842902761987,0.8906666666666667,0.0625,0.006666666666666667,0.012048192771084338,50/20/30,0.51080479287899
41,log2,0.5,0.2,0.3,0.9972553996882655,0.23909362278387655,0.9727945589117823,0.9738903394255874,0.7474949899799599,0.8458049886621315,0.4886285397001666,0.41211247445341426,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5069783950617284,0.3898179311313154,0.89,0.03125,0.0033333333333333335,0.006024096385542169,50/20/30,0.5086268599880989
38,sqrt,0.5,0.2,0.3,0.996845246047651,0.239508329655613,0.9737947589517904,0.9766839378238342,0.7555110220440882,0.8519774011299435,0.4916865630205442,0.4124092391687201,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5081061728395062,0.39105497079870694,0.8893333333333333,0.05555555555555555,0.006666666666666667,0.011904761904761904,50/20/30,0.5051586830271069
37,sqrt,0.5,0.2,0.3,0.996599421064351,0.2399019273644903,0.9727945589117823,0.9763779527559056,0.7454909819639278,0.8454545454545455,0.49168378678511937,0.41242624957789614,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5093722222222221,0.3912433274041564,0.8893333333333333,0.029411764705882353,0.0033333333333333335,0.005988023952095809,50/20/30,0.5049156342792316
37,log2,0.5,0.2,0.3,0.996599421064351,0.2399019273644903,0.9727945589117823,0.9763779527559056,0.7454909819639278,0.8454545454545455,0.49168239866740704,0.41242624957789614,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5093722222222221,0.3912433274041564,0.8893333333333333,0.029411764705882353,0.0033333333333333335,0.005988023952095809,50/20/30,0.5049170223969439
41,sqrt,0.5,0.2,0.3,0.9972553996882655,0.23909362278387655,0.9727945589117823,0.9738903394255874,0.7474949899799599,0.8458049886621315,0.4886285397001666,0.41211247445341426,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5069783950617284,0.3898179311313154,0.89,0.03125,0.0033333333333333335,0.006024096385542169,50/20/30,0.5086268599880989
40,sqrt,0.5,0.2,0.3,0.9971373858828768,0.23927098651675288,0.9729945989197839,0.9739583333333334,0.749498997995992,0.8471121177802945,0.48633259300388676,0.4130047010862625,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5078611111111111,0.3900842902761986,0.8906666666666667,0.0625,0.006666666666666667,0.012048192771084338,50/20/30,0.51080479287899
38,log2,0.5,0.2,0.3,0.996845246047651,0.239508329655613,0.9737947589517904,0.9766839378238342,0.7555110220440882,0.8519774011299435,0.49168517490283176,0.4124092391687201,0.8940529735132434,0.25,0.03,0.05357142857142857,0.5081061728395062,0.39105497079870694,0.8893333333333333,0.05555555555555555,0.006666666666666667,0.011904761904761904,50/20/30,0.5051600711448192
39,log2,0.5,0.2,0.3,0.9969739478957916,0.23969862808265555,0.9723944788957791,0.9688311688311688,0.7474949899799599,0.8438914027149321,0.4862798445308162,0.41333865101331774,0.8930534732633684,0.23076923076923078,0.03,0.05309734513274336,0.5071043209876542,0.39062910117384037,0.8893333333333333,0.05555555555555555,0.006666666666666667,0.011904761904761904,50/20/30,0.5106941033649754
36,log2,0.5,0.2,0.3,0.996397238922289,0.23964900092276065,0.9725945189037808,0.9788359788359788,0.7414829659318637,0.8437856328392246,0.48911160466407555,0.41235857633614104,0.8930534732633684,0.23076923076923078,0.03,0.05309734513274336,0.5079185185185184,0.39135293339345695,0.889,0.02857142857142857,0.0033333333333333335,0.005970149253731343,50/20/30,0.5072856342582135
39,sqrt,0.5,0.2,0.3,0.9969739478957916,0.23969862808265555,0.9723944788957791,0.9688311688311688,0.7474949899799599,0.8438914027149321,0.4862812326485286,0.41333865101331774,0.8930534732633684,0.23076923076923078,0.03,0.05309734513274336,0.5071043209876542,0.39062910117384037,0.8893333333333333,0.05555555555555555,0.006666666666666667,0.011904761904761904,50/20/30,0.510692715247263
36,sqrt,0.5,0.2,0.3,0.9963972389222889,0.23964900092276065,0.9725945189037808,0.9788359788359788,0.7414829659318637,0.8437856328392246,0.4891129927817879,0.41235857633614104,0.8930534732633684,0.23076923076923078,0.03,0.05309734513274336,0.5079185185185184,0.39135293339345695,0.889,0.02857142857142857,0.0033333333333333335,0.005970149253731343,50/20/30,0.507284246140501
12,0.3,0.5,0.3,0.2,0.9804452272685785,0.24001289518945781,0.9562,0.868421052631579,0.6613226452905812,0.7508532423208191,0.48731543209876543,0.5813859412891147,0.8806666666666667,0.1282051282051282,0.03333333333333333,0.05291005291005291,0.513325,0.5489523649188152,0.8745,0.14084507042253522,0.05,0.07380073800738007,50/30/20,0.4931297951698131
20,0.5,0.8,0.1,0.1,0.9952602211097203,0.22339190861852204,0.9736217027128391,0.9726688102893891,0.7571964956195244,0.8515130190007038,0.44488346281908986,0.4674799668692024,0.8921078921078921,0.21428571428571427,0.03,0.05263157894736842,0.5202833333333333,0.48214625896571534,0.882,0.0,0.0,0.0,80/10/10,0.5503767582906305
27,0.3,0.5,0.2,0.3,0.995059452237809,0.231515776367479,0.9697939587917583,0.9578947368421052,0.7294589178356713,0.8282138794084186,0.4825499722376458,0.4490225112461874,0.8910544727636182,0.2,0.03,0.05217391304347826,0.5172592592592593,0.3900438065256963,0.8923333333333333,0.12903225806451613,0.013333333333333334,0.02416918429003021,50/20/30,0.5125094800001633
10,log2,0.7,0.15,0.15,0.976355911442174,0.24927164436455795,0.958,0.870201096892139,0.6809728183118741,0.7640449438202247,0.5172691358024691,0.5568719703330509,0.878,0.11627906976744186,0.03333333333333333,0.05181347150259067,0.46220000000000006,0.6371600791285046,0.876,0.16666666666666666,0.06,0.08823529411764706,70/15/15,0.4590867756397049
10,sqrt,0.7,0.15,0.15,0.9763557979193076,0.24927164436455795,0.958,0.870201096892139,0.6809728183118741,0.7640449438202247,0.5172691358024691,0.5568719703330509,0.878,0.11627906976744186,0.03333333333333333,0.05181347150259067,0.4622,0.6371600791285046,0.876,0.16666666666666666,0.06,0.08823529411764706,70/15/15,0.45908666211683846
13,0.5,0.6,0.2,0.2,0.9867971027439115,0.22543484688389095,0.966,0.9321663019693655,0.7111853088480802,0.8068181818181818,0.48467361111111107,0.6790656256693213,0.89,0.1875,0.03,0.05172413793103448,0.5016777777777778,0.5676192535858868,0.8855,0.17777777777777778,0.04,0.0653061224489796,60/20/20,0.5021234916328005
11,log2,0.5,0.3,0.2,0.9750088935925616,0.24625573985190913,0.9538,0.8681318681318682,0.6332665330661322,0.7323290845886443,0.505116049382716,0.5121220798152016,0.8773333333333333,0.11363636363636363,0.03333333333333333,0.05154639175257732,0.5093305555555555,0.5513596092927618,0.8735,0.09230769230769231,0.03,0.045283018867924525,50/30/20,0.46989284420984556
11,sqrt,0.5,0.3,0.2,0.9750088935925618,0.24625573985190913,0.9538,0.8681318681318682,0.6332665330661322,0.7323290845886443,0.505116049382716,0.5121220798152016,0.8773333333333333,0.11363636363636363,0.03333333333333333,0.05154639175257732,0.5093305555555555,0.5513596092927618,0.8735,0.09230769230769231,0.03,0.045283018867924525,50/30/20,0.4698928442098458
19,0.3,0.5,0.2,0.3,0.9910149187263415,0.23317350171959733,0.9645929185837168,0.9259259259259259,0.7014028056112225,0.798175598631699,0.49192948362021094,0.5316508821081665,0.887056471764118,0.15789473684210525,0.03,0.05042016806722689,0.5192827160493827,0.4690618520581061,0.888,0.10869565217391304,0.016666666666666666,0.028901734104046242,50/20/30,0.49908543510613057
17,0.3,0.5,0.2,0.3,0.9895885103540414,0.23406189588838963,0.9623924784956991,0.9191374663072777,0.6833667334669339,0.7839080459770115,0.49377568017767903,0.5319341956239254,0.8865567216391804,0.15384615384615385,0.03,0.0502092050209205,0.5222666666666667,0.4905409056797953,0.8873333333333333,0.08695652173913043,0.013333333333333334,0.023121387283236993,50/20/30,0.49581283017636235
14,log2,0.6,0.2,0.2,0.9853291868599119,0.24831554202607845,0.966,0.9106029106029107,0.7312186978297162,0.8111111111111111,0.47351250000000006,0.5736473618914185,0.886,0.15,0.03,0.05,0.5134319444444444,0.4888373183931981,0.8785,0.12280701754385964,0.035,0.054474708171206226,60/20/20,0.5118166868599119
14,sqrt,0.6,0.2,0.2,0.9853291868599119,0.24831554202607845,0.966,0.9106029106029107,0.7312186978297162,0.8111111111111111,0.4735138888888889,0.5736473618914185,0.886,0.15,0.03,0.05,0.5134319444444444,0.4888373183931981,0.8785,0.12280701754385964,0.035,0.054474708171206226,60/20/20,0.511815297971023
10,log2,0.5,0.3,0.2,0.9722606733128554,0.24681178007639581,0.9498,0.8229166666666666,0.6332665330661322,0.7157417893544734,0.5001740740740741,0.5483086629289048,0.872,0.09615384615384616,0.03333333333333333,0.04950495049504951,0.5110611111111112,0.6333840487767932,0.875,0.109375,0.035,0.05303030303030303,50/30/20,0.47208659923878127
10,sqrt,0.5,0.3,0.2,0.9722606733128555,0.24681178007639581,0.9498,0.8229166666666666,0.6332665330661322,0.7157417893544734,0.5001746913580247,0.5483086629289048,0.872,0.09615384615384616,0.03333333333333333,0.04950495049504951,0.5110597222222223,0.6333840487767932,0.875,0.109375,0.035,0.05303030303030303,50/30/20,0.47208598195483076
14,log2,0.5,0.3,0.2,0.9826050679452663,0.2447737421528579,0.958,0.8980716253443526,0.6533066132264529,0.7563805104408353,0.5008037037037038,0.46747425465785303,0.8846666666666667,0.140625,0.03,0.04945054945054945,0.49631250000000005,0.48635411816175267,0.881,0.08695652173913043,0.02,0.032520325203252036,50/30/20,0.4818013642415625
14,sqrt,0.5,0.3,0.2,0.9826050679452663,0.2447737421528579,0.958,0.8980716253443526,0.6533066132264529,0.7563805104408353,0.5008037037037038,0.46747425465785303,0.8846666666666667,0.140625,0.03,0.04945054945054945,0.49631111111111115,0.48635411816175267,0.881,0.08695652173913043,0.02,0.032520325203252036,50/30/20,0.4818013642415625
10,0.5,0.7,0.2,0.1,0.9805692940027705,0.2258464154059478,0.9611373053293327,0.9020715630885122,0.6852646638054364,0.7788617886178861,0.48999444752915045,0.6592876466607985,0.881559220389805,0.12244897959183673,0.03,0.04819277108433735,0.49007777777777783,0.6946454756804119,0.873,0.0,0.0,0.0,70/20/10,0.49057484647362004
10,0.3,0.8,0.1,0.1,0.9801056007509387,0.24068236494158213,0.9592449056132016,0.8724409448818897,0.6933667083854819,0.7726638772663877,0.45151498335183127,0.712212512641965,0.8811188811188811,0.12,0.03,0.048,0.4781444444444444,0.7366045495531596,0.875,0.0967741935483871,0.03,0.04580152671755725,80/10/10,0.5285906173991074
